N,P,K,temperature,humidity,ph,rainfall,label,yield,fertilizer
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,74.35038216127043,DAP
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,66.06244198004995,DAP
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice,82.71844286656439,Lime
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice,67.57315055777292,DAP
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice,69.4329639510528,DAP
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,89.24789339603335,Lime
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,83.81036166639558,DAP
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,77.4230250255646,Lime
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice,84.17866722288372,Lime
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,80.54991687936383,Lime
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,83.16221051817158,DAP
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,74.93435833269602,Lime
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,69.07748525369779,DAP
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,69.1828528985127,Lime
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,68.07893200905218,DAP
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,89.08237109448783,DAP
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,80.91983618645017,DAP
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,69.78957834803983,DAP
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,68.2353081258441,Lime
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,73.45810507772809,Gypsum
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,71.4862397976828,DAP
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,79.17104931985527,Gypsum
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,72.97393406729557,Lime
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,75.14273360536116,DAP
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,78.67492549109188,DAP
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,77.73867165557648,Lime
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,87.99330241481087,Lime
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,85.11511501548117,DAP
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,69.07236925331918,DAP
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,79.08863305274147,Lime
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,62.67118835450537,DAP
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,84.41923294003266,DAP
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,73.16056570744482,Gypsum
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,78.42154990438895,Lime
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,89.6978778632693,DAP
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,65.9240327930859,DAP
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,77.10328834492381,Lime
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,70.8926411344325,DAP
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,70.64727974564761,Lime
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,82.68061607289039,DAP
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,73.2065996411477,Lime
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,88.79905710820516,DAP
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,71.51139009941657,DAP
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,73.55520413174172,DAP
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,78.80614965243605,DAP
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,71.87783460309835,DAP
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,81.33227227427616,DAP
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,87.00155386815987,DAP
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,83.85530971180945,Gypsum
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,60.6200122898909,Lime
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,65.87605406079273,DAP
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,66.1150204516513,Gypsum
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,71.16957610040593,Lime
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,68.63803545572559,Lime
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,70.11245819857649,DAP
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,61.34990956976024,Lime
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,70.47785768495662,Lime
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice,72.42380890431748,DAP
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,78.43139828563064,Lime
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice,71.25334224745212,Lime
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,80.62547024276327,Lime
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice,77.4210372366695,DAP
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice,83.99263127443302,DAP
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,80.50551730077996,DAP
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice,75.23420082921896,DAP
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,77.31117138184497,Gypsum
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice,77.7641381072456,DAP
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,71.4831580998939,DAP
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice,87.15846216111994,DAP
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,80.77607370013551,Lime
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,62.43013114774096,DAP
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,60.38638011183304,Lime
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,42.67114032251734,MOP
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,48.86129963033781,MOP
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,43.51548118621327,MOP
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,44.38836210834703,MOP
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,43.804381725860935,MOP
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,43.838202252338746,MOP
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,52.3434229412063,MOP
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,53.990741963080495,MOP
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize,40.60510366756623,MOP
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize,48.33556112473792,MOP
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize,46.047079319487686,MOP
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize,46.511166231590046,MOP
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize,45.63410868272573,MOP
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,54.072501543244165,MOP
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize,46.02948330740423,MOP
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize,46.157481065827184,MOP
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize,52.75415264654115,MOP
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize,39.21206119841036,MOP
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize,46.97616047364978,MOP
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,47.96657358465651,MOP
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize,52.99175528959062,MOP
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize,56.482691972284925,MOP
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize,46.34508959346864,MOP
83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,maize,43.17937262207676,MOP
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize,48.18315967891942,MOP
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,49.96221857891256,MOP
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize,54.97653111147493,MOP
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,53.77231944771344,MOP
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,41.19246384156191,MOP
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize,54.82731710482565,MOP
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,44.8449876910878,MOP
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,41.1705166146573,MOP
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize,44.98607677188682,MOP
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize,38.67548130123628,MOP
60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize,49.8631623623252,MOP
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize,54.670766295007546,MOP
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize,44.46073564163366,MOP
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize,56.23169048580178,MOP
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize,50.75138117999294,MOP
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize,55.571731855159605,MOP
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize,56.69493732482112,MOP
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,41.419527544603646,MOP
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize,44.06071131067385,MOP
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize,51.770014905417696,MOP
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize,49.269049108774674,MOP
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize,44.64638812794533,MOP
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize,48.536314129498976,MOP
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize,51.22884184658861,MOP
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize,44.88489005984989,MOP
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize,39.58145815146612,MOP
99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize,53.62779422671655,MOP
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize,44.055814494719726,MOP
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize,45.05893630131223,MOP
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,40.84318096767563,MOP
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize,59.798779089006,MOP
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize,49.504923428465005,MOP
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize,53.61712273070879,MOP
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize,53.605564818237184,MOP
66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize,42.106262738624,MOP
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize,44.77121714026861,MOP
79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,maize,46.884527027742536,MOP
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,51.3097011937858,MOP
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize,45.021933909758935,MOP
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize,48.370464841347584,MOP
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize,43.24388486154408,MOP
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize,53.593112981942376,MOP
81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize,46.90722380366736,MOP
73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,maize,46.66889926044855,MOP
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize,37.70633944509764,MOP
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize,53.737697276282425,MOP
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize,52.97090313742283,MOP
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize,41.34688000307856,MOP
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize,44.21963006029281,MOP
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize,51.627469816629386,MOP
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize,44.7770570619945,MOP
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize,43.78486534299992,MOP
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize,49.09248841702466,MOP
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize,49.74491219345536,MOP
63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,maize,46.91176431706735,MOP
99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize,45.58529953635993,MOP
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize,54.00143275240259,MOP
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize,44.9034235846559,MOP
60,57,24,18.66116213,61.55327249,6.1212940410000005,75.03247667,maize,48.59144525143563,MOP
71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,maize,49.17464580675981,MOP
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize,46.16025509415156,MOP
88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,maize,46.59232973689179,MOP
65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,maize,55.43895419891216,MOP
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize,45.99573341034463,MOP
78,58,15,25.00933355,67.816568,6.5286312660000005,62.91359494,maize,46.54542986946007,MOP
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize,48.63510698665453,MOP
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize,48.81532440380899,MOP
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize,54.54321895368327,MOP
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize,52.281857248433305,MOP
87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize,52.72585917943268,MOP
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize,47.22917446798701,MOP
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize,51.09010721872661,MOP
67,35,22,23.30546753,63.24648023,6.385684213999999,108.7603001,maize,50.13664921180239,MOP
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize,46.54358323897577,MOP
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize,51.344813037501176,MOP
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize,56.28887650432624,MOP
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea,49.57726021509287,Urea
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea,40.483704881150494,Urea
39,58,85,17.88776475,15.40589717,5.9969320370000005,68.54932919,chickpea,40.37759251699614,Urea
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea,49.62340625912079,Urea
36,67,77,18.36952567,19.56381041,7.152811172000001,79.26357665,chickpea,46.6200823778959,Urea
32,73,81,20.45078582,15.40312102,5.988992796000002,92.68373702,chickpea,42.978270672566296,Urea
58,70,84,20.6543203,16.60820843,6.231049027999999,74.6631118,chickpea,46.575092425860326,Rhizobium
59,70,84,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea,53.66865480163056,Gypsum
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea,41.03803690611218,Urea
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea,42.70124337877498,Urea
58,66,79,20.99373558,19.33470387,8.718192847000001,93.55280105,chickpea,53.210830923215866,Gypsum
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea,48.122063683376936,Urea
58,63,81,19.81344531,14.69765308,6.515499548999999,78.96514709,chickpea,50.99281942987601,Rhizobium
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea,41.1218802569056,Urea
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,chickpea,43.17633990427536,Urea
28,72,84,18.72963144,19.18197264,6.481783042999999,71.58010169,chickpea,41.872933992918,Urea
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea,44.360603956842674,Gypsum
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea,50.782238462230254,Urea
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea,44.04978107077216,Urea
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea,49.80659099884178,Urea
26,80,83,17.08498521,16.14565756,7.528599957000001,71.31007253,chickpea,46.37499407305344,Urea
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea,44.97128055225471,Urea
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea,43.16845967198092,Urea
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea,50.90525946894433,Rhizobium
59,62,83,18.57665902,19.22008229,8.104396057999999,72.94940441,chickpea,47.13976787801725,Gypsum
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea,38.52857525604083,Urea
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea,49.31557929537446,Urea
59,60,84,19.03025305,18.66725565,7.690962337999999,94.70992037,chickpea,51.460860522867605,Gypsum
54,77,85,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,chickpea,56.17756765187114,Gypsum
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,chickpea,48.65477997787262,Urea
28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,chickpea,49.292588390166486,Urea
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,chickpea,48.73662693560191,Urea
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea,47.62090446846359,Urea
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea,43.86115701998864,Urea
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea,44.435608723230445,Urea
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea,47.00595247911505,Urea
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea,46.46589370015855,Gypsum
49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,chickpea,41.91213343546453,Urea
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea,51.00432444427168,Urea
54,61,77,18.81198127,15.21618225,6.206582192999999,77.54294240000002,chickpea,44.23635183502049,Rhizobium
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,chickpea,49.07000162997914,Urea
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,chickpea,53.81868343512588,Gypsum
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea,49.38910514845449,Urea
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,chickpea,48.02915792950445,Gypsum
35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,chickpea,41.42709178773868,Urea
35,64,78,17.92845928,14.27327988,7.496645259,85.37378769,chickpea,49.73392448422725,Urea
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,chickpea,46.90246343682315,Gypsum
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,chickpea,51.70784789883669,Urea
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,chickpea,53.58439547074252,Rhizobium
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,chickpea,53.2167690631736,Rhizobium
43,79,79,19.40751744,18.98030507,7.8067476560000015,80.25064637,chickpea,47.29188027559586,Urea
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,chickpea,48.29500824096925,Urea
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea,43.84112547666857,Urea
29,77,75,17.50361137,15.48083156,7.778591617999999,72.9446671,chickpea,42.17615315226278,Urea
20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,chickpea,39.25247009111092,Urea
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,chickpea,49.8584395642835,Gypsum
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,chickpea,51.07480686320781,Urea
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea,51.374124693999725,Urea
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,chickpea,50.18103691194364,Gypsum
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,chickpea,39.42544532620768,Urea
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,chickpea,43.7392734416917,Urea
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,chickpea,53.62117665859263,Rhizobium
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,chickpea,49.71787437266524,Rhizobium
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,chickpea,44.24760404863736,Urea
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,chickpea,55.85092590262956,Gypsum
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,chickpea,48.87008959429205,Urea
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,chickpea,49.23044389975267,Urea
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,chickpea,47.894564681671085,Urea
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,chickpea,47.92583587269755,Rhizobium
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,chickpea,42.76971212509493,Urea
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,chickpea,49.396330846385126,Urea
34,71,79,17.927806,15.85622899,7.728998197,74.63872762,chickpea,48.13469631834181,Urea
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,chickpea,48.87840836995104,Urea
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,chickpea,48.04996877581471,Urea
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,chickpea,49.10659344000938,Gypsum
27,79,82,17.06579293,17.54024066,6.307004922999999,70.87150577,chickpea,44.60254290982199,Urea
32,71,85,20.62767492,14.44008871,6.4039823160000005,92.06630306,chickpea,51.06027095906774,Urea
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,chickpea,48.287836717427645,Urea
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,chickpea,47.69337165892704,Urea
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,chickpea,51.330759117261,Urea
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea,52.43008977177567,Rhizobium
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea,45.31286442511536,Urea
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,chickpea,43.64499546784944,Urea
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,chickpea,44.96637736475869,Rhizobium
45,61,78,19.48649305,16.06240074,6.489389282,81.52842690000001,chickpea,47.39036321626174,Urea
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,chickpea,44.25743027926743,Urea
30,75,81,19.41789736,16.80472243,6.4084378860000015,68.4951189,chickpea,43.9137756782246,Urea
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea,45.15522099852576,Urea
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea,46.18523571723284,Gypsum
22,60,85,18.8392908,14.74071856,7.811997977000001,94.78189594,chickpea,45.80541762924011,Urea
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,47.262927870640496,Rhizobium
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea,41.73825729719215,Urea
39,76,76,19.96837462,15.57324389,8.135900726000001,69.15759062,chickpea,48.97419115949658,Urea
35,63,76,17.81564548,17.60756635,7.714153037999999,90.82097601,chickpea,44.77449695431263,Urea
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea,40.50225629486884,Urea
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea,46.85461255974805,Gypsum
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,chickpea,49.07058543318611,Urea
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea,40.55634278646843,Urea
